OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
SO53552,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Southwest,3,2.994,8.982,0,0.7186,0.2246
SO53554,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,2,2.994,5.988,0,0.479,0.1497
SO53560,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,7,2.994,20.958,0,1.6766,0.524
SO53562,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,United Kingdom,4,2.994,11.976,0,0.9581,0.2994
SO53565,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Australia,7,2.994,20.958,0,1.6766,0.524
SO53567,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Northeast,3,2.994,8.982,0,0.7186,0.2246
SO53574,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,United Kingdom,4,2.994,11.976,0,0.9581,0.2994
SO53582,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Central,3,2.994,8.982,0,0.7186,0.2246
SO53583,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Southwest,10,2.994,29.94,0,2.3952,0.7485
SO53586,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Southwest,5,2.994,14.97,0,1.1976,0.3743
SO53606,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Southwest,7,2.994,20.958,0,1.6766,0.524
SO53608,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,4,2.994,11.976,0,0.9581,0.2994
SO53611,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Central,5,2.994,14.97,0,1.1976,0.3743
SO53613,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,9,2.994,26.946,0,2.1557,0.6737
SO53615,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Germany,3,2.994,8.982,0,0.7186,0.2246
SO53623,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,2/28/2013,3/12/2013,3/7/2013,No Discount,Northwest,6,2.994,17.964,0,1.4371,0.4491
SO55234,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,6,2.994,17.964,0,1.4371,0.4491
SO55238,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Central,1,2.994,2.994,0,0.2395,0.0749
SO55248,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Northeast,5,2.994,14.97,0,1.1976,0.3743
SO55252,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,France,1,2.994,2.994,0,0.2395,0.0749
SO55253,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,6,2.994,17.964,0,1.4371,0.4491
SO55258,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Australia,3,2.994,8.982,0,0.7186,0.2246
SO55264,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,4,2.994,11.976,0,0.9581,0.2994
SO55265,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,1,2.994,2.994,0,0.2395,0.0749
SO55268,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,United Kingdom,4,2.994,11.976,0,0.9581,0.2994
SO55269,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Northwest,10,2.994,29.94,0,2.3952,0.7485
SO55270,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,United Kingdom,5,2.994,14.97,0,1.1976,0.3743
SO55282,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,7,2.994,20.958,0,1.6766,0.524
SO55293,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,3,2.994,8.982,0,0.7186,0.2246
SO55294,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Central,8,2.994,23.952,0,1.9162,0.5988
SO55295,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Northwest,3,2.994,8.982,0,0.7186,0.2246
SO55301,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Northeast,9,2.994,26.946,0,2.1557,0.6737
SO55302,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Central,4,2.994,11.976,0,0.9581,0.2994
SO55309,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,10,2.994,29.94,0,2.3952,0.7485
SO55322,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,4,2.994,11.976,0,0.9581,0.2994
SO55323,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,United Kingdom,10,2.994,29.94,0,2.3952,0.7485
SO55328,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,8,2.994,23.952,0,1.9162,0.5988
SO57012,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,8,2.994,23.952,0,1.9162,0.5988
SO57026,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,10,2.994,29.94,0,2.3952,0.7485
SO57029,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,3,2.994,8.982,0,0.7186,0.2246
SO57034,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,9,2.994,26.946,0,2.1557,0.6737
SO57035,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,1,2.994,2.994,0,0.2395,0.0749
SO57039,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,3,2.994,8.982,0,0.7186,0.2246
SO57046,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,7,2.994,20.958,0,1.6766,0.524
SO57052,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,2,2.994,5.988,0,0.479,0.1497
SO57060,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,1,2.994,2.994,0,0.2395,0.0749
SO57061,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,France,10,2.994,29.94,0,2.3952,0.7485
SO57080,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,4,2.994,11.976,0,0.9581,0.2994
SO57083,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,7,2.994,20.958,0,1.6766,0.524
SO57085,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,8,2.994,23.952,0,1.9162,0.5988
SO57086,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,France,4,2.994,11.976,0,0.9581,0.2994
SO57087,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,2,2.994,5.988,0,0.479,0.1497
SO57088,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,3,2.994,8.982,0,0.7186,0.2246
SO57099,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,5,2.994,14.97,0,1.1976,0.3743
SO57112,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,2,2.994,5.988,0,0.479,0.1497
SO57119,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,France,2,2.994,5.988,0,0.479,0.1497
SO57121,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,3,2.994,8.982,0,0.7186,0.2246
SO57125,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,9,2.994,26.946,0,2.1557,0.6737
SO57136,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,7,2.994,20.958,0,1.6766,0.524
SO57137,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,3,2.994,8.982,0,0.7186,0.2246
SO57144,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,2,2.994,5.988,0,0.479,0.1497
SO57149,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,1,2.994,2.994,0,0.2395,0.0749
SO57168,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,6,2.994,17.964,0,1.4371,0.4491
SO57176,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,7,2.994,20.958,0,1.6766,0.524
SO57186,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,7,2.994,20.958,0,1.6766,0.524
SO57187,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,4,2.994,11.976,0,0.9581,0.2994
SO58905,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,1,2.994,2.994,0,0.2395,0.0749
SO58906,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,3,2.994,8.982,0,0.7186,0.2246
SO58907,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,2,2.994,5.988,0,0.479,0.1497
SO58909,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,10,2.994,29.94,0,2.3952,0.7485
SO58915,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,3,2.994,8.982,0,0.7186,0.2246
SO58917,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,1,2.994,2.994,0,0.2395,0.0749
SO58920,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,8,2.994,23.952,0,1.9162,0.5988
SO58922,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,4,2.994,11.976,0,0.9581,0.2994
SO58924,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,1,2.994,2.994,0,0.2395,0.0749
SO58928,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,8,2.994,23.952,0,1.9162,0.5988
SO58931,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,7,2.994,20.958,0,1.6766,0.524
SO58934,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,2,2.994,5.988,0,0.479,0.1497
SO58937,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,4,2.994,11.976,0,0.9581,0.2994
SO58944,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Central,2,2.994,5.988,0,0.479,0.1497
SO58946,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,1,2.994,2.994,0,0.2395,0.0749
SO58948,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,7,2.994,20.958,0,1.6766,0.524
SO58951,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,2,2.994,5.988,0,0.479,0.1497
SO58961,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,3,2.994,8.982,0,0.7186,0.2246
SO58969,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,France,7,2.994,20.958,0,1.6766,0.524
SO58971,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,5,2.994,14.97,0,1.1976,0.3743
SO58974,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southeast,5,2.994,14.97,0,1.1976,0.3743
SO58976,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,5,2.994,14.97,0,1.1976,0.3743
SO58992,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,5,2.994,14.97,0,1.1976,0.3743
SO58997,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,2,2.994,5.988,0,0.479,0.1497
SO59010,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,5,2.994,14.97,0,1.1976,0.3743
SO59011,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,10,2.994,29.94,0,2.3952,0.7485
SO59012,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,2,2.994,5.988,0,0.479,0.1497
SO59014,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,1,2.994,2.994,0,0.2395,0.0749
SO59023,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,5,2.994,14.97,0,1.1976,0.3743
SO59028,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,8,2.994,23.952,0,1.9162,0.5988
SO59036,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Southwest,2,2.994,5.988,0,0.479,0.1497
SO59038,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Germany,4,2.994,11.976,0,0.9581,0.2994
SO59063,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,United Kingdom,5,2.994,14.97,0,1.1976,0.3743
SO59065,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northwest,2,2.994,5.988,0,0.479,0.1497
SO59067,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Australia,5,2.994,14.97,0,1.1976,0.3743
SO59075,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,5/30/2013,6/11/2013,6/6/2013,No Discount,Northeast,9,2.994,26.946,0,2.1557,0.6737
SO61173,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southeast,5,2.994,14.97,0,1.1976,0.3743
SO61175,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,United Kingdom,2,2.994,5.988,0,0.479,0.1497
SO61182,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,6,2.994,17.964,0,1.4371,0.4491
SO61184,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,5,2.994,14.97,0,1.1976,0.3743
SO61189,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Central,7,2.994,20.958,0,1.6766,0.524
SO61190,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,9,2.994,26.946,0,2.1557,0.6737
SO61195,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,7,2.994,20.958,0,1.6766,0.524
SO61199,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,6,2.994,17.964,0,1.4371,0.4491
SO61210,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Central,7,2.994,20.958,0,1.6766,0.524
SO61216,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,France,4,2.994,11.976,0,0.9581,0.2994
SO61218,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,3,2.994,8.982,0,0.7186,0.2246
SO61224,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northeast,3,2.994,8.982,0,0.7186,0.2246
SO61227,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,4,2.994,11.976,0,0.9581,0.2994
SO61228,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southeast,5,2.994,14.97,0,1.1976,0.3743
SO61229,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,United Kingdom,4,2.994,11.976,0,0.9581,0.2994
SO61230,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southeast,3,2.994,8.982,0,0.7186,0.2246
SO61238,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,United Kingdom,7,2.994,20.958,0,1.6766,0.524
SO61239,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northeast,4,2.994,11.976,0,0.9581,0.2994
SO61240,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Central,7,2.994,20.958,0,1.6766,0.524
SO61243,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Southwest,3,2.994,8.982,0,0.7186,0.2246
SO61244,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Northwest,4,2.994,11.976,0,0.9581,0.2994
SO61249,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,3,2.994,8.982,0,0.7186,0.2246
SO61258,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,France,7,2.994,20.958,0,1.6766,0.524
SO61263,Water Bottle - 30 oz.,NA,Accessories,Bottles and Cages,4.99,6/30/2013,7/12/2013,7/7/2013,No Discount,Germany,3,2.994,8.982,0,0.7186,0.2246
SO51810,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,Volume Discount 25 to 40,Northeast,25,3.975,89.4375,9.9375,7.155,2.2359
SO47400,AWC Logo Cap,Multi,Clothing,Caps,8.6442,2/29/2012,3/12/2012,3/7/2012,Volume Discount 25 to 40,Southwest,25,4.3221,97.2473,10.8053,7.7798,2.4312
SO51721,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,Northwest,16,4.3725,66.462,3.498,5.317,1.6616
SO51734,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,France,16,4.3725,66.462,3.498,5.317,1.6616
SO51748,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,Northeast,23,4.3725,95.5391,5.0284,7.6431,2.3885
SO51774,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,France,16,4.3725,66.462,3.498,5.317,1.6616
SO53530,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,2/28/2013,3/12/2013,3/7/2013,Volume Discount 15 to 24,Southeast,17,4.3725,70.6159,3.7166,5.6493,1.7654
SO55249,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,Volume Discount 15 to 24,Southwest,17,4.3725,70.6159,3.7166,5.6493,1.7654
SO55268,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,Volume Discount 15 to 24,United Kingdom,19,4.3725,78.9236,4.1539,6.3139,1.9731
SO55322,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,Volume Discount 15 to 24,Southwest,16,4.3725,66.462,3.498,5.317,1.6616
SO55265,"Racing Socks, L",White,Clothing,Socks,8.99,3/30/2013,4/11/2013,4/6/2013,Volume Discount 25 to 40,Southwest,27,4.495,109.2285,12.1365,8.7383,2.7307
SO51761,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,Volume Discount 11 to 14,Germany,13,4.611,58.7441,1.1989,4.6995,1.4686
SO53458,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,2/28/2013,3/12/2013,3/7/2013,Volume Discount 11 to 14,United Kingdom,12,4.611,54.2254,1.1066,4.338,1.3556
SO53472,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,2/28/2013,3/12/2013,3/7/2013,Volume Discount 11 to 14,United Kingdom,13,4.611,58.7441,1.1989,4.6995,1.4686
SO53570,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,2/28/2013,3/12/2013,3/7/2013,Volume Discount 11 to 14,Northeast,13,4.611,58.7441,1.1989,4.6995,1.4686
SO53616,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,2/28/2013,3/12/2013,3/7/2013,Volume Discount 11 to 14,Southwest,13,4.611,58.7441,1.1989,4.6995,1.4686
SO55309,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,Volume Discount 11 to 14,Germany,13,4.611,58.7441,1.1989,4.6995,1.4686
SO55324,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,Volume Discount 11 to 14,Central,11,4.611,49.7066,1.0144,3.9765,1.2427
SO57012,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,Germany,12,4.611,54.2254,1.1066,4.338,1.3556
SO57046,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,Northwest,14,4.611,63.2629,1.2911,5.061,1.5816
SO57051,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,France,14,4.611,63.2629,1.2911,5.061,1.5816
SO57067,Bike Wash - Dissolver,NA,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,Germany,12,4.611,54.2254,1.1066,4.338,1.3556
